nutrition_id,product_id,basis,energy_kcal,protein_g,fat_g,saturated_fat_g,sugars_g,fiber_g,sodium_mg,uk_npm_nutrition_score
933,IN_8901262177122,per_100g,331.0,4.9,19.9,13.5,17.8,,0.0,41.82
934,IN_8901262260114,per_100g,87.0,3.2,6.0,3.8,5.0,,42.0,65.45
935,IN_8901262178068,per_100g,248.0,4.0,12.8,6.9,23.2,0.0,0.0,47.27
936,IN_8901262201124,per_100g,61.5,4.0,3.1,2.0,0.0,,0.0,74.55
937,IN_8901262020091,per_100g,311.0,20.0,25.0,16.0,1.5,,1220.0,30.91
938,IN_8901262030366,per_100g,897.0,0.0,99.7,60.0,0.0,,0.0,36.36
939,IN_8901262030519,per_100g,,,,,,,0.0,72.73
940,IN_8901262010436,per_100g,740.0,0.6,82.0,,,,0.0,56.36
941,IN_8901262176224,per_100g,138.0,1.6,10.4,7.7,9.2,,20.0,54.55
942,IN_8901262173421,per_100g,246.0,5.1,16.0,,,,48.0,72.73
943,IN_8901262153300,per_100g,70.0,1.13333333333333,0.0666666666666667,0.0,,,1.6,72.73
944,IN_8901262174138,per_100g,420.0,6.90909090909091,24.0,13.6363636363636,40.1818181818182,,132.727272727273,29.09
945,IN_8901262150989,per_100g,71.0,3.0,4.5,2.7,4.7,0.0,40.0,69.09
946,IN_8901262130325,per_100g,365.0,8.0,3.3,1.5,64.8,,200.0,41.82
947,IN_8901262178075,per_100g,267.0,3.5,16.2,11.1,26.5,,44.0,40.0
948,IN_8901262030564,per_100g,,,,,,,0.0,72.73
949,IN_8901262220552,per_100g,479.0,5.4,24.8,15.9,29.1,,250.0,30.91
950,IN_8901262173223,per_100g,251.0,4.1,14.5,7.3,22.6,,46.0,45.45
951,IN_8901262020299,per_100g,311.0,20.0,25.0,16.0,1.5,0.0,1200.0,30.91
952,IN_8901262176446,per_100g,385.0,4.7,27.7,13.5,22.5,0.0,0.0,40.0
953,IN_8901262030458,per_100g,495.580110497238,0.0,55.0828729281768,33.1491712707182,0.0,0.0,0.0,43.64
954,IN_8901262120029,per_100g,331.0,7.5,9.0,5.4,55.0,,100.0,36.36
955,IN_8901262300513,per_100g,233.333333333333,4.49275362318841,13.3333333333333,7.39130434782609,22.463768115942,,49.2753623188406,49.09
956,IN_8901262020541,per_100g,289.0,23.0,21.0,13.0,2.0,0.0,400.0,41.82
957,IN_8901262070430,per_100g,545.454545454545,9.09090909090909,31.8181818181818,20.9090909090909,45.4545454545455,,90.90909090909089,23.64
958,IN_8901262260152,per_100g,46.0,3.2,1.5,1.0,5.0,,42.0,72.73
959,IN_8901262150118,per_100g,246.0,2.0,25.0,16.0,,,0.0,49.09
960,IN_8901262201001,per_100g,57.0,3.0,3.2,1.9,3.6,,500.0,63.64
961,IN_8901262030663,per_100g,897.0,0.0,99.7,65.0,0.0,,0.0,36.36
962,IN_8901262178259,per_100g,309.433962264151,5.47169811320755,12.6415094339623,6.79245283018868,44.3396226415094,,147.169811320755,38.18
963,IN_8901262260138,per_100g,71.0,3.0,4.5,2.7,4.7,0.0,0.0,69.09
964,IN_8901262300117,per_100g,248.0,4.8,14.0,8.3,24.4,,54.0,43.64
965,IN_8904004408164,per_100g,367.5,0.18,1.1,,0.0,,0.0,65.45
966,IN_8904004403053,per_100g,322.0,25.22,1.84,0.68,,1.23,358.0,70.91
967,IN_8904004400090,per_100g,542.0,,,,,,0.0,61.82
968,IN_8904063226402,per_100g,546.4,7.1,33.0,15.8,1.0,,600.0,32.73
969,IN_8901030779312,per_100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73
970,UK_5010029000504,per_100g,354.0,12.0,2.0,0.51282,4.10256,9.74359,100.0,81.82
971,UK_5000168036755,per_100g,2092.85714285714,7.1,21.3,9.7,19.2,3.9,520.0,36.36
972,UK_0612322000202,per_100g,440.0,9.6,15.2,4.8,16.0,9.6,206.4,56.36
973,UK_0039047011304,per_100g,533.0,5.6,30.3,18.9,16.2,2.1,275.0,36.36
974,UK_0061232201948,per_100g,473.0,13.6,26.6,12.0,0.6,7.2,1101.0,34.55
975,UK_0061232200545,per_100g,514.285714285714,10.9,19.9,8.6,0.9,9.6,668.0,45.45
976,UK_5059512738814,per_100g,513.0,6.3,26.9,15.5,13.1,2.0,172.0,41.82
977,UK_0061232202556,per_100g,450.0,8.1,16.9,7.7,19.0,6.7,310.0,47.27
978,UK_0072417196379,per_100g,500.0,6.5,24.0,2.7,18.0,2.3,680.0,43.64
979,UK_7622202018701,per_100g,443.0,8.1,14.0,1.6,20.0,6.4,88.0,72.73
980,UK_7622201499679,per_100g,481.0,6.6,21.0,14.0,25.0,2.4,629.0,27.27
981,UK_5010029207880,per_100g,381.333333333333,12.0,8.0,1.3,4.8,8.8,92.0,78.18
982,UK_00672566,per_100g,517.0,5.5,28.0,17.5,17.0,2.8,280.0,36.36
983,UK_0061232202952,per_100g,466.0,11.2,20.4,8.1,0.7,9.0,644.0,45.45
984,UK_00019101,per_100g,525.0,6.2,28.3,18.5,14.8,1.9,240.0,36.36
985,UK_00130509,per_100g,133.0,12.0,2.0,0.6,4.4,10.0,112.0,81.82
986,UK_0061232201047,per_100g,440.0,8.0,14.0,6.0,17.0,6.0,364.0,50.91
987,UK_5000168124643,per_100g,452.0,7.2,15.8,1.5,12.8,7.3,0.67,74.55
988,UK_4088600107998,per_100g,515.0,5.6,27.4,16.8,14.2,2.7,161.0,40.0
989,UK_0061232200293,per_100g,446.0,9.6,17.6,3.7,0.8,8.6,644.0,54.55
990,UK_5000168001210,per_100g,460.0,7.2,15.7,7.4,18.6,3.0,324.0,43.64
991,UK_0072417143700,per_100g,428.571428571428,5.55555555555556,13.8888888888889,6.66666666666667,28.8888888888889,2.22222222222222,216.666666666667,41.82
992,UK_50168101,per_100g,14026.3157894737,10.6,33.0,16.4,4.2,2.8,629.0,36.36
993,UK_5000168085555,per_100g,479.0,10.4,21.8,14.2,7.4,5.3,787.0,38.18
994,UK_7622202232633,per_100g,399.0,6.1,14.0,2.9,18.0,6.9,173.0,61.82
995,UK_0612322000219,per_100g,437.0,9.6,15.5,4.9,15.9,9.2,323.0,54.55
996,UK_7622210740427,per_100g,413.333333333333,7.9,14.0,3.6,27.0,6.8,248.0,54.55
997,UK_5000168194189,per_100g,496.0,6.7,23.6,12.4,28.5,3.0,370.0,30.91
998,UK_7622201766375,per_100g,388.0,5.4,12.0,1.1,21.0,7.5,126.0,69.09
999,UK_7622202219214,per_100g,428.0,6.2,16.0,8.5,28.0,4.5,240.0,41.82
1000,UK_7622300315283,per_100g,476.0,5.3,20.0,5.4,38.0,2.7,292.0,38.18
1001,UK_0652655001156,per_100g,483.0,4.5,23.9,12.6,33.4,,92.0,29.09
1002,UK_5010029219494,per_100g,374.0,12.0,8.7,1.2,1.0,7.9,0.030000000000000002,81.82
1003,UK_5015168000026,per_100g,244.5,9.8,18.2,6.7,2.1,6.8,1.23,60.0
1004,UK_5054402919854,per_100g,485.714285714286,6.42857142857143,21.4285714285714,12.1428571428571,25.0,2.85714285714286,285.71428571428595,34.55
1005,UK_5000168197586,per_100g,367.0,3.3,8.6,0.8,22.3,4.8,244.0,67.27
1006,UK_5059697770203,per_100g,499.0,9.5,23.7,6.4,3.2,3.3,260.0,52.73
1007,UK_20018924,per_100g,460.0,6.0,16.0,7.0,23.0,5.0,310.0,47.27
1008,UK_7622202230998,per_100g,398.0,5.3,14.0,1.9,22.0,6.8,104.0,69.09
1009,UK_5010975030020,per_100g,441.666666666667,4.16666666666667,19.1666666666667,12.5,35.8333333333333,2.5,292.0,30.91
1010,UK_5057753083922,per_100g,359.0,12.7,2.3,0.5,3.0,8.0,90.0,83.64
1011,UK_5050974000556,per_100g,370.0,9.8,4.7,0.7,17.6,11.2,12.0,78.18
1012,UK_4088600226736,per_100g,470.833333333333,7.60006080048639,18.000144001152,1.4000112000896,7.89886319090553,2.1000168001344,352.00201601612804,65.45
1013,UK_5000168164045,per_100g,505.0,4.4,23.0,8.3,37.0,0.0,338.0,27.27
1014,UK_4017100207136,per_100g,509.082217973231,7.5,25.0,16.0714285714286,39.2857142857143,3.21428571428571,253.571428571429,30.91
1015,UK_5000168034928,per_100g,472.0,7.4,20.2,8.8,22.9,6.5,328.0,43.64
1016,UK_50168064,per_100g,528.455284552845,5.28455284552845,27.2357723577236,15.4471544715447,41.4634146341463,2.4390243902439,81.30081300813009,30.91
1017,UK_20018986,per_100g,453.488372093023,7.9,15.3,7.4,19.9,2.6,260.0,43.64
1018,UK_5000137440903,per_100g,479.0,7.5,20.2,9.4,18.4,3.4,440.0,38.18
1019,UK_5410126676037,per_100g,484.0,4.9,19.0,8.0,38.1,1.3,368.0,29.09
1020,UK_5010204049458,per_100g,518.0,4.9,27.1,17.1,16.1,1.0,240.0,36.36
1021,UK_7622202019265,per_100g,446.666666666667,7.77777777777778,15.3333333333333,1.77777777777778,22.2222222222222,7.55555555555556,86.6666666666667,70.91
1022,UK_5410126656022,per_100g,487.179487179487,5.12820512820513,19.2307692307692,7.69230769230769,38.4615384615385,1.28205128205128,0.0,36.36
1023,UK_5010975070095,per_100g,431.007010834926,3.6,17.4,12.7,34.7,2.5,264.0,32.73
1024,UK_01705461,per_100g,460.0,9.8,19.2,4.1,0.5,10.0,568.0,54.55
1025,UK_5000168124858,per_100g,459.0,7.0,15.5,1.5,20.2,2.9,360.0,54.55
1026,UK_5060088701607,per_100g,444.0,10.0,23.4,4.6,39.2,4.7,8.0,49.09
1027,UK_5060198648366,per_100g,452.0,12.0,23.0,1.7,47.0,2.7,20.0,47.27
1028,UK_5010745055864,per_100g,499.8,6.4,25.0,3.7,18.3,,252.0,45.45
1029,UK_5000168037011,per_100g,372.413793103448,5.3,7.1,0.7,25.4,6.5,176.0,69.09
1030,UK_5031021069665,per_100g,448.0,10.7,17.3,6.4,0.8,9.6,560.0,50.91
1031,UK_5011766999991,per_100g,469.0,7.3,19.0,8.5,18.0,6.8,405.0,45.45
1032,UK_4088600551951,per_100g,449.0,9.8,13.2,6.0,1.1,3.4,536.0,50.91
1033,UK_0612322030018,per_100g,460.0,8.4,18.6,7.5,17.6,6.0,416.0,47.27
1034,UK_50823093,per_100g,446.666666666667,3.66666666666667,17.3333333333333,12.6666666666667,34.6666666666667,2.33333333333333,263.333333333333,32.73
1035,UK_0612322001063,per_100g,450.0,8.9,17.2,7.0,12.4,8.7,360.0,52.73
1036,UK_29436156,per_100g,458.0,8.0,19.3,8.3,20.6,7.6,0.85,50.91
1037,UK_5000169051658,per_100g,358.0,12.0,2.0,0.6,4.4,10.0,112.0,81.82
1038,UK_5000168194127,per_100g,495.0,6.0,24.2,12.8,27.6,4.2,352.0,34.55
1039,UK_5000119014436,per_100g,406.0,10.1,6.9,3.0,1.9,2.9,440.0,58.18
1040,UK_0612322001612,per_100g,454.0,8.1,16.9,7.7,19.0,6.7,307.0,47.27
1041,UK_5000168210360,per_100g,520.0,5.3,27.0,15.2,40.8,2.5,76.0,30.91
1042,UK_10595125,per_100g,74.6153846153846,5.8,23.2,11.9,31.1,3.1,200.0,34.55
1043,UK_4017100287343,per_100g,525.0,6.4,26.0,17.0,36.0,5.2,177.0,38.18
1044,UK_5000119002402,per_100g,488.0,6.9,21.2,10.0,16.3,2.5,240.0,40.0
1045,UK_0612322001841,per_100g,430.0,8.9,13.7,4.8,17.3,8.5,323.0,54.55
1046,UK_5015168000019,per_100g,501.0,10.4,22.0,8.4,1.5,6.0,590.0,45.45
1047,UK_5010035068383,per_100g,500.0,5.6,24.8,13.3,34.3,1.9,165.0,30.91
1048,UK_5000168036670,per_100g,483.0,7.0,21.3,10.1,15.1,3.7,520.0,34.55
1049,UK_5000169653517,per_100g,541.176470588235,5.29411764705882,30.5882352941176,19.4117647058824,29.4117647058824,2.94117647058824,588.235294117647,27.27
1050,UK_7622202037528,per_100g,503.0,5.7,29.0,14.0,36.0,3.3,400.0,29.09
1051,UK_5063334010621,per_100g,466.666666666667,6.66666666666667,19.3333333333333,8.66666666666667,16.0,20.6666666666667,0.0,50.91
1052,UK_8410376049602,per_100g,419.117647058824,5.88235294117647,16.1764705882353,1.47058823529412,3.67647058823529,7.35294117647059,264.705882352941,72.73
1053,UK_5010035002486,per_100g,440.0,4.5,11.1,5.2,43.0,1.4,181.0,36.36
1054,UK_5010251920113,per_100g,515.0,5.6,27.6,17.0,15.9,2.2,184.0,38.18
1055,UK_4088600108568,per_100g,464.0,8.6,18.9,8.8,22.2,5.9,280.0,45.45
1056,UK_4061463564061,per_100g,431.25,8.75,8.125,0.625,1.875,1.875,393.75,67.27
1057,UK_5063334012359,per_100g,474.0,5.5,19.0,10.0,26.5,3.0,173.0,41.82
1058,UK_5410126716016,per_100g,483.0,5.0,19.0,8.0,38.0,1.0,29.0,36.36
1059,UK_4088600108063,per_100g,462.0,7.6,15.4,7.8,19.7,2.5,256.0,43.64
1060,UK_5060088701690,per_100g,410.0,10.0,23.4,4.6,39.2,4.7,0.0,49.09
1061,UK_5000119003034,per_100g,490.0,5.7,20.5,12.8,28.3,1.1,200.0,30.91
1062,UK_7622210695406,per_100g,368.0,4.8,10.0,0.9,18.0,9.2,248.0,69.09
1063,UK_20319618,per_100g,,,,,,,0.0,72.73
1064,UK_5010035167697,per_100g,433.333333333333,4.76190476,10.95238095,5.23809523809524,45.7142857142857,2.38095238095238,185.714285714286,36.36
1065,UK_5010035064798,per_100g,512.0,5.7,26.0,15.0,50.0,,180.0,23.64
1066,UK_5000168038780,per_100g,453.333333333333,7.33333333333333,18.6666666666667,2.66666666666667,8.66666666666667,8.0,66.6666666666667,74.55
1067,UK_5059697744303,per_100g,483.0,7.2,21.0,8.4,14.6,3.7,260.0,43.64
1068,UK_29098354,per_100g,540.0,5.0,31.3,19.5,19.2,1.8,320.0,32.73
1069,UK_20675554,per_100g,538.461538461538,,,,,,0.0,61.82
1070,UK_5000118203503,per_100g,,,,,,,0.0,72.73
1071,UK_5000354405099,per_100g,156.0,3.0,6.5,3.1,0.5,1.2,177.0,67.27
1072,UK_5060262485286,per_100g,,,,,,,0.0,72.73
1073,UK_5060262489741,per_100g,,,,,,,0.0,72.73
1074,UK_5000118203664,per_100g,135.844155844156,3.11688311688312,5.45454545454545,0.571428571428572,1.06493506493506,0.597402597402597,235.064935064935,69.09
1075,UK_00322775,per_100g,158.0,5.9,0.7,0.1,0.5,2.5,20.0,80.0
1076,UK_00322768,per_100g,,,,,,,0.0,72.73
1077,UK_5060262485309,per_100g,,,,,,,0.0,72.73
1078,UK_5060262485262,per_100g,338.095238095238,6.98412698412699,2.53968253968254,0.476190476190476,6.98412698412699,2.53968253968254,1095.4285714285702,49.09
1079,UK_5997523315535,per_100g,,,,,,,0.0,72.73
1080,UK_8851876201549,per_100g,157.0,6.0,0.5,0.3,0.0,2.1,68.0,74.55
1081,UK_5056053308667,per_100g,56.0,2.8,2.7,2.0,1.4,1.3,0.6,74.55
1082,UK_5060960663245,per_100g,335.483870967742,1.75519630484988,1.75519630484988,0.300230946882217,0.739030023094688,0.508083140877598,299.769053117783,69.09
1083,UK_5000118203695,per_100g,,,,,,,0.0,72.73
1084,UK_5060250611390,per_100g,66.0,2.4,0.7,0.3,3.0,0.8,360.0,69.09
1085,UK_5052910433244,per_100g,151.529636711281,5.5,1.7,0.2,0.0,2.6,120.0,78.18
1086,UK_5000118203480,per_100g,,,,,,,0.0,72.73
1087,UK_5000118203497,per_100g,,,,,,,0.0,72.73
1088,UK_5000354914409,per_100g,155.862068965517,3.17241379310345,7.37931034482759,3.51724137931034,0.482758620689655,1.17241379310345,160.0,67.27
1089,UK_5000118203688,per_100g,,,,,,,0.0,72.73
1090,UK_8712429361106,per_100g,,,,,,,0.0,72.73
1091,UK_5997523315511,per_100g,206.0,5.9,8.3,3.6,4.4,0.0,511.0,60.0
1092,UK_5997523315733,per_100g,105.001396438009,5.2,9.4,3.7,4.6,,1.4,67.27
1093,UK_5997523314804,per_100g,87.0,2.0,3.6,1.8,1.2,,280.0,65.45
1094,UK_4056489850878,per_100g,151.0,3.2,6.1,2.5,0.6,2.2,196.0,69.09
1095,UK_8722700153276,per_100g,462.675438596491,11.4035087719298,18.4210526315789,1.92982456140351,4.56140350877193,2.28070175438596,690.350877192982,50.91
1096,UK_5997523315559,per_100g,204.0,5.5,8.1,3.7,4.1,,600.0,52.73
1097,UK_5997523329013,per_100g,197.916666666667,4.16666666666667,8.45833333333333,4.0,2.75,0.0,500.0,58.18
1098,UK_5997523329037,per_100g,380.330867071244,4.25,8.20833333333333,4.04166666666667,3.41666666666667,,458.75,52.73
1099,UK_5000118203541,per_100g,134.0,3.0,5.2,0.6,0.8,0.7,160.0,70.91
1100,UK_8994963002800,per_100g,475.0,9.0,21.0,9.0,8.0,0.0,1000.0,29.09
1101,UK_4088600215532,per_100g,107.0,2.3,4.2,2.1,2.8,1.6,260.0,67.27
1102,UK_7613036127110,per_100g,87.0,2.0,3.40000009536743,,0.400000005960464,0.80000001192093,0.0,72.73
1103,UK_5000354405105,per_100g,168.366263012534,3.10344827586207,6.48275862068965,3.10344827586207,0.344827586206897,1.17241379310345,157.241379310345,67.27
1104,UK_7613035062795,per_100g,87.0,2.0,3.2,0.2,0.6,0.5,0.47,72.73
1105,UK_5023751000308,per_100g,109.0,2.42857142857143,6.57142857142857,2.85714285714286,0.0,2.42857142857143,241.428571428571,69.09
1106,UK_5997523315832,per_100g,204.0,5.3,7.8,3.6,5.3,3.0,1200.0,49.09
1107,UK_5050665023741,per_100g,90.0,2.6,0.3,0.2,2.2,1.2,324.0,69.09
1108,UK_5060250611406,per_100g,66.0,2.3,0.6,0.3,3.0,0.8,320.0,69.09
1109,UK_8888056708109,per_100g,,,,,,,0.0,72.73
1110,UK_5050665039841,per_100g,90.0,2.9,1.1,0.1,1.5,,516.0,63.64
1111,UK_5050665048652,per_100g,141.875,2.96875,6.0,3.15625,0.65625,3.71875,317.5,69.09
1112,UK_4061459041705,per_100g,143.0,3.28571428571429,6.21428571428571,2.71428571428571,0.714285714285714,2.14285714285714,214.285714285714,70.91
1113,UK_8712429350407,per_100g,,,,,,,0.0,72.73
1114,UK_5000354907357,per_100g,,,,,,,0.0,72.73
1115,UK_5050665020429,per_100g,89.6341463414634,2.80487804878049,0.396341463414634,0.304878048780488,0.945121951219512,1.00609756097561,364.634146341463,67.27
1116,UK_8888056603961,per_100g,424.705882352941,10.3529411764706,19.5294117647059,9.05882352941176,3.17647058823529,2.70588235294118,1481.17647058824,32.73
1117,UK_5000175409023,per_100g,35.0393700787402,1.3,0.5,0.1,0.5,0.5,220.0,69.09
1118,UK_5000354916618,per_100g,,,,,,,0.0,72.73
1119,UK_5997523314934,per_100g,23.1428571428571,2.4,3.0,1.5,1.4,,440.0,65.45
1120,UK_7613036127097,per_100g,87.0,2.0,3.4,1.9,0.4,2.83333333333333,160.0,74.55
1121,UK_8888056803606,per_100g,444.444444444444,10.0,18.8888888888889,8.88888888888889,4.44444444444444,2.22222222222222,1266.66666666667,34.55
1122,UK_8888056603862,per_100g,81.0,1.9,3.4,1.6,0.5,0.5,240.0,67.27
1123,UK_5021476000825,per_100g,81.496062992126,2.36220472440945,0.511811023622047,0.192125984251969,0.384251968503937,0.433070866141732,242.07874015747998,69.09
1124,UK_8720182414137,per_100g,121.0,2.7,5.1,0.4,0.9,0.6,220.0,69.09
1125,UK_8994963002794,per_100g,483.0,10.2,21.3,9.3,6.6,,880.0,27.27
1126,UK_5997523315856,per_100g,201.0,5.3,8.0,3.7,3.9,0.0,600.0,52.73
1127,UK_8888056603015,per_100g,224.705882352941,,,,,,0.0,69.09
1128,UK_5060084349483,per_100g,450.0,39.0625,18.75,8.59375,2.1875,4.0625,0.0,56.36
1129,UK_5997523314958,per_100g,,,,,,,0.0,72.73
1130,UK_7613035062771,per_100g,88.0,1.9,3.4,0.2,0.4,0.5,160.0,70.91
1131,UK_5997523315870,per_100g,212.0,5.1,9.3,3.8,4.3,,590.0,52.73
1132,UK_4061463099143,per_100g,62.5872576177284,3.78947368421053,5.89473684210526,2.63157894736842,1.47368421052632,1.94736842105263,0.6842105263157899,74.55
1133,UK_5011673400832,per_100g,70.0,3.2,0.2,0.0102857142857143,1.50057142857143,,272.0,69.09
1134,UK_5061035300270,per_100g,324.731182795699,1.8,1.2,0.2,1.0,0.5,304.0,69.09
1135,UK_4088600260457,per_100g,142.857142857143,3.28571428571429,6.21428571428571,2.71428571428571,0.714285714285714,2.14285714285714,120.5,72.73
1136,UK_5059697718687,per_100g,136.428571428571,3.2,7.2,3.5,0.8,1.5,80.0,69.09
1137,UK_5060960661562,per_100g,120.0,1.6,3.9,0.5,0.5,1.5,334.0,67.27
1138,UK_5050665020504,per_100g,91.1585365853659,2.77439024390244,0.396341463414634,0.24390243902439,2.28658536585366,1.03658536585366,323.780487804878,69.09
1139,UK_8801043021883,per_100g,422.0,8.2,13.0,6.1,3.0,,1495.0,34.55
1140,UK_8888056603008,per_100g,716.148096645228,10.5882352941176,19.5294117647059,9.05882352941176,3.17647058823529,2.82352941176471,35.294117647058805,52.73
1141,UK_5000354914287,per_100g,152.0,3.2,6.5,3.1,0.7,,164.0,65.45
1142,UK_5060250611444,per_100g,66.0,2.6,0.5,0.2,1.2,0.8,280.0,69.09
1143,UK_8720182695505,per_100g,456.666666666667,10.3333333333333,17.7777777777778,2.0,3.66666666666667,2.0,2.11111111111111,74.55
1144,UK_4088600215549,per_100g,110.0,2.2,4.5,2.5,3.0,1.6,180.0,69.09
1145,UK_4897878000012,per_100g,480.0,11.0,23.0,15.0,2.0,2.0,0.0,47.27
1146,UK_01854619,per_100g,,,,,,,0.0,72.73
1147,UK_5000354924347,per_100g,151.0,3.0,6.5,3.09999990463257,0.5,1.20000004768372,0.0,69.09
1148,UK_5060084349469,per_100g,119.0,9.5,4.9,2.2,1.0,1.0,224.0,74.55
1149,UK_5050665050105,per_100g,86.1538461538462,2.61538461538462,0.307692307692308,0.115384615384615,0.923076923076923,1.30769230769231,364.615384615385,67.27
1150,UK_00159326,per_100g,181.333333333333,6.53333333333333,2.13333333333333,0.333333333333333,0.533333333333333,2.13333333333333,70.6666666666667,80.0
1151,UK_5024448562307,per_100g,155.0,4.9,2.0,,,,0.0,76.36
1152,UK_8720181138720,per_100g,133.0,3.0,5.3,0.6,0.9,0.6,197.0,69.09
1153,UK_5000354405013,per_100g,151.0,3.2,6.5,3.1,0.5,1.2,164.0,67.27
1154,UK_8888056708512,per_100g,,,,,,,0.0,72.73
1155,UK_5060430292623,per_100g,94.88528,3.2,3.0,0.8,4.5,1.8,172.0,72.73
1156,UK_8720182443878,per_100g,136.393442622951,3.60655737704918,5.9016393442623,0.721311475409836,0.786885245901639,0.852459016393443,244.91803278688502,70.91
1157,UK_5059697695803,per_100g,165.0,3.1,7.5,3.6,0.2,1.7,120.0,65.45
1158,UK_4088600249223,per_100g,89.0,2.9,0.5,0.2,2.2,,204.0,69.09
1159,UK_8720182414120,per_100g,122.0,2.9,5.1,0.5,0.9,0.7,208.0,69.09
1160,UK_5060250611437,per_100g,67.0,2.6,1.0,0.4,1.2,1.1,240.0,72.73
1161,UK_8718114797977,per_100g,136.0,2.8,5.1,0.6,2.5,0.8,0.216,72.73
1162,UK_8714100272978,per_100g,,,,,,,0.0,72.73
1163,UK_4056489353973,per_100g,87.0,2.8,0.3,0.1,2.6,1.0,200.0,70.91
1164,UK_5997523314910,per_100g,,,,,,,0.0,72.73
1165,UK_4061459329506,per_100g,144.666666666667,4.33333333333333,1.4,0.2,0.466666666666667,2.73333333333333,86.6666666666667,78.18
1166,UK_4061463881038,per_100g,105.882352941176,8.51,3.64705882352941,1.64705882352941,0.352941176470588,1.2156862745098,220.78431372549002,76.36
1167,UK_4061463098887,per_100g,164.736842105263,4.31578947368421,6.36842105263158,3.05,1.05,2.26,0.7,70.91
1168,UK_4056489755654,per_100g,113.953488372093,2.2093023255814,0.697674418604651,0.310077519379845,1.51162790697674,1.51162790697674,204.26356589147298,70.91
1169,UK_9060299485309,per_100g,,,,,,,0.0,72.73
1170,UK_5449000000996,per_100g,42.0,0.0,0.0,0.0,10.6,,0.0,69.09
1171,UK_54491472,per_100g,44.0,0.0,0.0,0.0,10.9,0.0,0.0,69.09
1172,UK_5449000053879,per_100g,0.303030303030303,0.0,0.0,0.0,0.0,,0.0,72.73
1173,UK_5449000131805,per_100g,0.2,0.0,0.0,0.0,0.0,,8.0,72.73
1174,UK_5449000131836,per_100g,0.2,0.0,0.0,0.0,0.0,0.0,20.0,72.73
1175,UK_4060800103307,per_100g,0.4,0.0,0.0,0.0,0.0,,0.0,72.73
1176,UK_54491496,per_100g,0.4,0.0,0.0,,,,0.0,72.73
1177,UK_87170788,per_100g,0.2,0.0,0.0,0.0,0.0,,0.0,72.73
1178,UK_87170146,per_100g,0.303030303030303,0.0,0.0,0.0,0.0,,0.0,72.73
1179,UK_5449000601971,per_100g,42.0,0.0,0.0,0.0,10.6,,0.0,69.09
1180,UK_4060800172396,per_100g,1.0,0.0,0.0,,,,0.0,72.73
1181,UK_5449000669902,per_100g,0.0,0.0,0.0,0.0,0.0,,8.0,72.73
1182,UK_4056489550938,per_100g,1.0,0.0,0.0,0.0,0.0,0.0,4.0,72.73
1183,UK_5449000130389,per_100g,42.0,0.0,0.0,0.0,10.6,,0.0,69.09
1184,UK_5000193034559,per_100g,18.0,0.0,0.0,0.0,4.3,,20.0,72.73
1185,UK_9421902090349,per_100g,42.0,0.0,0.0,0.0,9.6,,200.0,65.45
1186,UK_54491014,per_100g,42.0,0.0,0.0,,,,0.0,72.73
1187,UK_5029396003292,per_100g,19.0,0.0,0.0,0.0,3.9,0.0,0.0,72.73
1188,UK_4060800166531,per_100g,0.6,0.0,0.0,0.0,0.0,0.0,0.0,72.73
1189,UK_5449000673039,per_100g,0.4,0.0,0.0,0.0,0.0,0.0,0.0,72.73
1190,UK_5449000064141,per_100g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73
1191,UK_5449000214744,per_100g,0.4,0.0,0.0,,,,8.0,72.73
1192,UK_4062139017416,per_100g,18.0,0.0,0.0,0.0,4.5,0.0,0.0,72.73
1193,UK_5449000028921,per_100g,42.0,0.0,0.0,0.0,10.6,,0.0,69.09
1194,UK_5015672006903,per_100g,18.0,0.0,0.0,0.0,4.3,0.0,0.0,72.73
1195,UK_5449000058386,per_100g,42.1212121212121,0.0,0.0,0.0,10.6060606060606,0.0,0.0,69.09
1196,UK_5449000329691,per_100g,0.4,0.0,0.0,0.0,0.0,,12.0,72.73
1197,UK_4056489738732,per_100g,0.303030303030303,0.0,0.0,0.0,0.0,0.0,1.21212121212121,72.73
1198,UK_5449000239662,per_100g,0.3,0.0,0.0,,,,8.0,72.73
1199,UK_5060108451734,per_100g,19.0,0.0,0.0,0.0,4.6,,0.0,70.91
1200,UK_5740700988349,per_100g,42.0,0.0,0.0,0.0,10.6,0.0,0.0,69.09
1201,UK_5052109851446,per_100g,0.38240917776,0.0,0.0,,0.04,,1.6,72.73
1202,UK_4060800130754,per_100g,,,,,,,0.0,72.73
1203,UK_4062139015108,per_100g,0.303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,72.73
1204,UK_4060800178008,per_100g,0.4,0.0,0.0,0.0,0.0,,0.0,72.73
1205,UK_4060800002242,per_100g,1.0,0.0,0.0,0.0,0.0,,20.0,72.73
1206,UK_87171259,per_100g,0.606060606060606,0.0,0.0,,0.0,,0.0,72.73
1207,UK_5449000121134,per_100g,0.4,0.0,0.0,0.0,0.0,,1.6,72.73
1208,UK_9421902090028,per_100g,42.0,0.0,0.0,0.0,9.6,,4.0,69.09
1209,UK_4056489010104,per_100g,18.0,0.1,0.1,0.1,4.5,0.1,4.0,72.73
