comparison_id,india_product_id,india_product_name,foreign_product_id,foreign_product_name,embedding_similarity_score
858,IN_8901595961412,Hot and sour soup,UK_5060430292845,Power Soup,0.6703
859,IN_8906097592911,goodeatz Lentil Soup,UK_5000157062734,Lentil Soup heinz,0.8095
860,IN_8906108530802,sweet corn soup,UK_5036589255475,Leek & Potato Soup,0.684
861,IN_7108326644922,Pumpkin & Lentil Soup,UK_5034124007725,thai Green vegetables,0.7242
862,IN_8901030743146,sweet corn veg soup,UK_5056053305802,Vegetable soup,0.7211
863,IN_8901725007102,Bingo,UK_5031021069665,Scottish Rough Oatcakes,0.4751
864,IN_8901725007508,Bingo! Potato Chips Chilli Sprinkled,UK_5059697770203,Salt & pepper crackers,0.5176
865,IN_8901725016838,Aashirvaad Superior MP Atta,UK_5059319002781,frosted Wheats,0.5247
866,IN_8901725004682,farmlite oats & chocolate Cookies,UK_5059320001452,Oaties Honey & Oat,0.6288
867,IN_8901725007096,Potato Chips Salted,UK_5059319024165,rice crispies,0.5232
868,IN_8901725100131,B Natural Orange Juice 1ltr tpk,UK_5449000031341,Coc Cola Zero 8pk,0.6123
869,IN_8901725016562,Sunfeast 5-grain Digestive,UK_5063334010621,Digestives,0.6702
870,IN_8901725121747,Superior MP Atta,UK_5059319002781,frosted Wheats,0.4579
871,IN_8901725015435,Sunfeast Marie Light Vita Orange,UK_4017100287343,CHOCO LEIBNIZ Dark,0.5873
872,IN_8901725135218,sunfeast yippe,UK_5060262485309,Rice noodles chilli miso,0.542
873,IN_8909081001499,Jelimals,UK_5060139431545,Real Fruit Yoyos Strawberry Family Pack,0.592
874,IN_8901725100063,B Natural apple juice 1ltr tpk,UK_5449000031341,Coc Cola Zero 8pk,0.5908
875,IN_8901725001070,Aashirvaad Double Roasted Suji Rava,UK_5010029000504,Whole wheat cereal with added vitamins and iron. 12 Biscuits,0.4912
876,IN_8909081006197,Coconut Water with Litchi,UK_5449000119056,Fanta Shokata,0.5509
877,IN_8901725121754,Aashirvaad,UK_5059319002781,frosted Wheats,0.5441
878,IN_8906065169374,ITC Master Chef Classic Aloo Tikki,UK_5012427141407,Veggie Goodness Spicy Parsnip,0.5475
879,IN_8906065169510,Lebanese Falafel Kebab,UK_5060360509235,Activia Mango Kefir,0.4843
880,IN_8901262172448,Amul Chocolate Brownie,UK_8901262177191,Cassatta Ice Cream,0.7154
881,IN_8901262174114,King Alphonso Gold Ice Cream,UK_00333047,Cornish Dairy Ice Cream,0.7269
882,IN_8901262173490,Vanilla ice cream,UK_00333047,Cornish Dairy Ice Cream,0.7305
883,IN_8901262173483,Amul Fruit 'N' Nut Fantasy,UK_8901262177191,Cassatta Ice Cream,0.7339
884,IN_8901262175845,Icecream,UK_8901262177191,Cassatta Ice Cream,0.805
885,IN_8901262173599,Amul Rajbhog,UK_5000169263594,Madagascan Vanilla Ice Cream,0.7158
886,IN_8901262152242,Amul Kool Badam Flv 180ml,UK_3057640229138,Eau Volvic,0.5328
887,IN_8901262300612,Tender Coconut,UK_8901262177191,Cassatta Ice Cream,0.743
888,IN_8901262152181,Dark Chocolate Milk,UK_8901262177191,Cassatta Ice Cream,0.6102
889,IN_8901262200677,amul masti dahi,UK_8901262177191,Cassatta Ice Cream,0.528
890,IN_8901262030878,Amul cow ghee 1ltr,UK_8901262177191,Cassatta Ice Cream,0.486
891,IN_8901262177122,Tricone Butterscotch,UK_8901262177191,Cassatta Ice Cream,0.6705
892,IN_8901262260114,Gold Milky Milk,UK_5060402903854,Milky way chocolate milkshake,0.6537
893,IN_8901262178068,Choco Almond N' Kesar Badam Double Sundae,UK_5000169263594,Madagascan Vanilla Ice Cream,0.7007
894,IN_8901262201124,Amul Masti Dahi,UK_5060360506166,Activia Rhubarb Yogurt,0.6357
895,IN_8901262020091,Cheese Cube,UK_3073780918763,Mini Original,0.6193
896,IN_8901262030366,AMUL PURE GHEE,UK_8901262010207,Butter School Pack,0.5921
897,IN_8901262030519,Amul Cow Ghee,UK_8901262177191,Cassatta Ice Cream,0.4814
898,IN_8901262010436,Amul White Unsalted Butter,UK_8901262010207,Butter School Pack,0.814
899,IN_8901262176224,Amul Chocobar Probiotic,UK_8901262177191,Cassatta Ice Cream,0.6221
900,IN_8901262173421,Moroccon Dry Fruit,UK_5060360505053,Simply Fruits & Veg,0.5247
901,IN_8901262153300,Try Nutrition,UK_8901262177191,Cassatta Ice Cream,0.5004
902,IN_8901262174138,Gold Cookies N Cream,UK_8901262177191,Cassatta Ice Cream,0.6065
903,IN_8901262150989,Amul Gold 1ltr,UK_5010346000010,Evaporated milk,0.551
904,IN_8901262130325,Amul Pro Chocolate 500g pp,UK_5029396003292,Curiosity Cola,0.6338
905,IN_8901262178075,Chocolate Magic Sundae,UK_5060402903953,Snickers ice cream,0.6995
906,IN_8901262030564,Cow Ghee,UK_8901262010207,Butter School Pack,0.7364
907,IN_8901262220552,Chocolate Cookies,UK_8445291254107,Cookie Crisp,0.6732
908,IN_8901262173223,Butterscotch Bliss,UK_00333047,Cornish Dairy Ice Cream,0.6611
909,IN_8901262020299,Pure Milk Cheese,UK_5052449483161,ORIGINAL CREAMY SOFT CHEESE,0.6305
910,IN_8901262176446,Pista malai kulfi,UK_8901262177191,Cassatta Ice Cream,0.7651
911,IN_8901262030458,Ghee,UK_8901262010207,Butter School Pack,0.7156
912,IN_8901262120029,Mithai Mate,UK_8901262177191,Cassatta Ice Cream,0.493
913,IN_8901262300513,Fruit & Nut Fantasy Gold,UK_1056337905579,Mars Fruit And Nut,0.4968
914,IN_8901262020541,Amul diced cheese blend (mozzarella and cheddar cheese blend),UK_3073780225960,Mini Original,0.5951
915,IN_8901262070430,Amul,UK_7613036241755,Munchies,0.6479
916,IN_8901262260152,Slim 'n' Trim,UK_5060360507675,Getpro Vanilla Protein drink,0.4983
917,IN_8901262150118,Amul Fresh Cream 1ltr,UK_8901262177191,Cassatta Ice Cream,0.613
918,IN_8901262201001,Amul Spiced Buttermilk,UK_8901262010207,Butter School Pack,0.6514
919,IN_8901262030663,amul cow ghee,UK_8901262010207,Butter School Pack,0.7233
920,IN_8901262178259,Ice Cream Sandwich Vanilla,UK_8901262177191,Cassatta Ice Cream,0.6801
921,IN_8901262260138,Taaza Milk,UK_8901262177191,Cassatta Ice Cream,0.6142
922,IN_8901262300117,Chocolate Crackle Ice cream,UK_00333047,Cornish Dairy Ice Cream,0.7049
923,IN_8904004408164,Haldiram's Pasta,UK_00322768,Medium Egg Noodles,0.6565
924,IN_8904004403053,Udad Papad,UK_8904063211125,Aloo Tikki,0.6307
925,IN_8904004400090,Soya chips,UK_5053827186797,Nutri-Grain Strawberry,0.5552
926,IN_8904063226402,Chips,UK_8904063224101,Millet Cookies,0.5199
927,IN_8901030779312,Lipton Green Tea,UK_4060800134592,Pepsi Max Multipack,0.6755
