product_id,barcode,brand,product_name,category,country,overall_health_score,nutrition_score,additive_score,ingredient_score,source_url
UK_8904063224101,8904063224101,Haldirams,Millet Cookies,,United Kingdom,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/8904063224101/millet-cookies-haldirams
UK_8904063211125,8904063211125,Haldirams,Aloo Tikki,,United Kingdom,66.81,65.45,,70.0,https://world.openfoodfacts.org/product/8904063211125/aloo-tikki-haldirams
UK_8445291140950,8445291140950,Maggi,Air Fryer Fajita,Spices,United Kingdom,74.48,72.73,,78.57,https://world.openfoodfacts.org/product/8445291140950/air-fryer-fajita-maggi
UK_8715000029723,8715000029723,Maggi,Liquid Seasoning,Condiments,United Kingdom,80.62,72.73,100.0,71.25,https://world.openfoodfacts.org/product/8715000029723/liquid-seasoning-maggi
UK_8445290163790,8445290163790,Maggi,Maggi so juicy mexican,Condiments,United Kingdom,55.59,47.27,,75.0,https://world.openfoodfacts.org/product/8445290163790/maggi-so-juicy-mexican
UK_8445291140998,8445291140998,Maggi,Air Fryer Piri Piri,Sauce mix - dried ingredients,United Kingdom,54.76,47.27,,72.24,https://world.openfoodfacts.org/product/8445291140998/air-fryer-piri-piri-maggi
UK_8445290163714,8445290163714,Maggi,Butter chicken,Cooking spice mix,United Kingdom,68.05,47.27,100.0,72.06,https://world.openfoodfacts.org/product/8445290163714/butter-chicken-maggi
UK_8715000029716,8715000029716,Maggi,Liquid Seasoning Hot,Condiments,United Kingdom,76.16,63.64,100.0,71.69,https://world.openfoodfacts.org/product/8715000029716/liquid-seasoning-hot-maggi
UK_5000243726960,5000243726960,Maggi,Authentic Indian Tamarind Sauce,Tamarind sauce,United Kingdom,53.75,40.0,62.5,75.0,https://world.openfoodfacts.org/product/5000243726960/authentic-indian-tamarind-sauce-maggi
UK_8445290922786,8445290922786,Maggi,Sweet Teriyaki,Spice blends,United Kingdom,44.14,30.91,,75.0,https://world.openfoodfacts.org/product/8445290922786/sweet-teriyaki-maggi
UK_7613033910074,7613033910074,Maggi,Garlic bag,Herbs and spices,United Kingdom,79.12,80.0,,77.08,https://world.openfoodfacts.org/product/7613033910074/garlic-bag-maggi
UK_7613036483063,7613036483063,Maggi,Mixed Herbs,Herbs and spices,United Kingdom,49.94,40.0,,73.12,https://world.openfoodfacts.org/product/7613036483063/mixed-herbs-maggi
UK_8445290163738,8445290163738,Maggi,Sweet &quot,"Spices, Sauces, spice-mix",United Kingdom,60.88,32.73,100.0,72.56,https://world.openfoodfacts.org/product/8445290163738/sweet-quot-maggi
UK_7613035531543,7613035531543,Maggi,Maggi Sizzling 'n' spicy PIRI PIRI MAKE IT JUICY I,Spice blends,United Kingdom,55.92,47.27,,76.11,https://world.openfoodfacts.org/product/7613035531543/maggi-sizzling-n-spicy-piri-piri-make-it-juicy-i
UK_7613036736497,7613036736497,Maggi,Mediterranean,,United Kingdom,58.64,50.91,,76.67,https://world.openfoodfacts.org/product/7613036736497/mediterranean-maggi
UK_8445290922762,8445290922762,Maggi,Pan-Perfect Sticky Korean BBQ,"Cooking helpers, Korean, Seasoning mix",United Kingdom,49.56,38.18,,76.11,https://world.openfoodfacts.org/product/8445290922762/pan-perfect-sticky-korean-bbq-maggi
UK_21061868,21061868,Maggi,Chicken Flavour Instant Noodles,,United Kingdom,77.23,78.18,,75.0,https://world.openfoodfacts.org/product/21061868/chicken-flavour-instant-noodles-maggi
UK_4792024009331,4792024009331,Maggi,Coconut milk powder mix,"Coconut milks and creams, Plant-based creams for cooking, Coconut milk powder",United Kingdom,60.65,36.36,100.0,62.35,https://world.openfoodfacts.org/product/4792024009331/coconut-milk-powder-mix-maggi
UK_0643435062795,0643435062795,Maggi,Maggi chicken flavour instant noodles,Instant noodles,United Kingdom,79.63,69.09,100.0,75.42,https://world.openfoodfacts.org/product/0643435062795/maggi-chicken-flavour-instant-noodles
UK_8445290163752,8445290163752,Maggi,Sweet Chilli Bag,"Chicken seasoning, Sweet chilli",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/8445290163752/sweet-chilli-bag-maggi
UK_8445291245822,8445291245822,Maggi,Hot Cup Curry,Instant noodles,United Kingdom,67.72,45.45,100.0,75.0,https://world.openfoodfacts.org/product/8445291245822/hot-cup-curry-maggi
UK_8445291658950,8445291658950,Maggi,Air Fryer Crispy Coating Korean BBQ Style,,United Kingdom,59.18,54.55,,70.0,https://world.openfoodfacts.org/product/8445291658950/air-fryer-crispy-coating-korean-bbq-style-maggi
UK_9556001135957,9556001135957,"Maggi, Nestlé",Curry Flavour Instant Noodles,Instant noodles,United Kingdom,80.59,72.73,100.0,71.14,https://world.openfoodfacts.org/product/9556001135957/curry-flavour-instant-noodles-maggi
UK_7613035236004,7613035236004,Maggi,Cajun,"Spice blends, Groceries",United Kingdom,59.88,52.73,,76.56,https://world.openfoodfacts.org/product/7613035236004/cajun-maggi
UK_5000243678702,5000243678702,Maggi,Authentic Indian Masala Chilli Sauce,Hot sauces,United Kingdom,60.22,45.45,75.0,75.0,https://world.openfoodfacts.org/product/5000243678702/authentic-indian-masala-chilli-sauce-maggi
UK_5900085011937,5900085011937,Maggi,Unknown Product,"Condiments, Groceries",United Kingdom,71.96,56.36,100.0,68.92,https://world.openfoodfacts.org/product/5900085011937/maggi
UK_9556001313034,9556001313034,Maggi,Chicken Maggi Mi,,United Kingdom,59.18,54.55,,70.0,https://world.openfoodfacts.org/product/9556001313034/chicken-maggi-mi
UK_8445291658790,8445291658790,Maggi,NEW Maggi SIMPLY ADD CHICKEN MINI 15 FILETS ASR FR,,United Kingdom,60.68,54.55,,75.0,https://world.openfoodfacts.org/product/8445291658790/new-maggi-simply-add-chicken-mini-15-filets-asr-fr
UK_9556001322142,9556001322142,Maggi,Spicy Chilli Mi Goreng,,United Kingdom,42.64,30.91,,70.0,https://world.openfoodfacts.org/product/9556001322142/spicy-chilli-mi-goreng-maggi
UK_5900085011180,5900085011180,"Maggi, Nestlé",Przyprawa Maggi,Condiments,United Kingdom,73.18,56.36,100.0,75.0,https://world.openfoodfacts.org/product/5900085011180/przyprawa-maggi-nestle
UK_9556001255693,9556001255693,Maggi,2 Minute Chicken Flavour Noodles,"Cereals and their products, Instant noodles, Instant noodles with chicken flavour",United Kingdom,76.49,67.27,100.0,64.28,https://world.openfoodfacts.org/product/9556001255693/2-minute-chicken-flavour-noodles-maggi
UK_8445290435712,8445290435712,Maggi,Chicken Flavor Noodles,Instant noodles,United Kingdom,77.45,67.27,100.0,69.06,https://world.openfoodfacts.org/product/8445290435712/chicken-flavor-noodles-maggi
UK_7616100055579,7616100055579,Maggi,Authentic Malaysian Chilli Sauce with Garlic,,United Kingdom,56.86,49.09,,75.0,https://world.openfoodfacts.org/product/7616100055579/authentic-malaysian-chilli-sauce-with-garlic-maggi
UK_7613033828737,7613033828737,Maggi,Maggi: Sweet & Spicy Mexican,,United Kingdom,51.33,40.0,,77.78,https://world.openfoodfacts.org/product/7613033828737/maggi-sweet-spicy-mexican
UK_7613033583360,7613033583360,Maggi,sticky and sweet bbq,,United Kingdom,59.72,29.09,100.0,75.86,https://world.openfoodfacts.org/product/7613033583360/sticky-and-sweet-bbq-maggi
UK_7613033910135,7613033910135,Maggi,Smoky & saucy paprika,,United Kingdom,52.89,43.64,,74.49,https://world.openfoodfacts.org/product/7613033910135/smoky-saucy-paprika-maggi
UK_7613036394611,7613036394611,Maggi,maggi sweet chilli,,United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/7613036394611/maggi-sweet-chilli
UK_9556001312990,9556001312990,Maggi,Maggi,,United Kingdom,52.81,45.45,,70.0,https://world.openfoodfacts.org/product/9556001312990/maggi
UK_12187117,12187117,Maggi,Instant noodles chicken flavour,"Cereals and their products, Instant noodles",United Kingdom,71.46,52.73,100.0,75.46,https://world.openfoodfacts.org/product/12187117/instant-noodles-chicken-flavour-maggi
UK_7613287554376,7613287554376,Maggi,Chow Mein Flavour Instant Noodles,Instant noodles,United Kingdom,80.46,70.91,100.0,75.0,https://world.openfoodfacts.org/product/7613287554376/chow-mein-flavour-instant-noodles-maggi
UK_8901058867381,8901058867381,Maggi,Rich tomato ketchup,Ketchup,United Kingdom,60.36,43.64,81.25,70.81,https://world.openfoodfacts.org/product/8901058867381/rich-tomato-ketchup-maggi
UK_7613033828416,7613033828416,Maggi,Chasseur,,United Kingdom,57.91,52.73,,70.0,https://world.openfoodfacts.org/product/7613033828416/chasseur-maggi
UK_8445290435774,8445290435774,Maggi,Curry Flavour Noodles,Instant noodles,United Kingdom,69.59,67.27,,75.0,https://world.openfoodfacts.org/product/8445290435774/curry-flavour-noodles-maggi
UK_7616100055562,7616100055562,Maggi,9 Maggi AUTHENTIC- Malaysian Recipe EXTRA HOT CHIL,"Hot sauces, Groceries",United Kingdom,54.09,47.27,,70.0,https://world.openfoodfacts.org/product/7616100055562/9-maggi-authentic-malaysian-recipe-extra-hot-chil
UK_8585002432742,8585002432742,Maggi,So Tender Mediterranean Tomato Chicken,,United Kingdom,54.02,21.82,100.0,65.56,https://world.openfoodfacts.org/product/8585002432742/so-tender-mediterranean-tomato-chicken-maggi
UK_7613038874906,7613038874906,Maggi,Sweet potato curry seasoning,,United Kingdom,51.55,43.64,,70.0,https://world.openfoodfacts.org/product/7613038874906/sweet-potato-curry-seasoning-maggi
UK_6151100034786,6151100034786,Maggi,Star Seasoning,,United Kingdom,68.12,47.27,100.0,72.41,https://world.openfoodfacts.org/product/6151100034786/star-seasoning-maggi
UK_7613034991935,7613034991935,Maggi,noodles,,United Kingdom,81.43,72.73,100.0,75.34,https://world.openfoodfacts.org/product/7613034991935/noodles-maggi
UK_9000904503011,9000904503011,Maggi,Chicken Flavour Noodles,Chicken Flavour Noodles,United Kingdom,68.09,67.27,,70.0,https://world.openfoodfacts.org/product/9000904503011/chicken-flavour-noodles-maggi
UK_7613033488146,7613033488146,Maggi,Unknown Product,"Meat-based pasta sauces, Tinned-tomato-s",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/7613033488146/maggi
UK_1060203890807,1060203890807,Maggi,Unknown Product,"Chicken seasoning, liquid seasoning",United Kingdom,70.01,52.73,100.0,68.21,https://world.openfoodfacts.org/product/1060203890807/maggi
UK_7613035283770,7613035283770,"Maggi, Saveur a l'ancienne",MAGGI Saveur à l'Ancienne Soupe de Poule aux Vermicelles,"Dehydrated soups, Chicken and vermicelli soup",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/7613035283770/maggi-saveur-a-l-ancienne-soupe-de-poule-aux-vermicelles
UK_7613035898370,7613035898370,Maggi,fusian sticky hoisin duck noodles,"Cereals and their products, Instant noodles",United Kingdom,80.48,72.73,100.0,70.6,https://world.openfoodfacts.org/product/7613035898370/fusian-sticky-hoisin-duck-noodles-maggi
UK_7613036349192,7613036349192,Maggi,Authentic asian noodles,Instant noodles,United Kingdom,45.18,34.55,,70.0,https://world.openfoodfacts.org/product/7613036349192/authentic-asian-noodles-maggi
UK_7613036394574,7613036394574,Maggi,Spicy and aromatic thai green curry,,United Kingdom,46.45,36.36,,70.0,https://world.openfoodfacts.org/product/7613036394574/spicy-and-aromatic-thai-green-curry-maggi
UK_6221007004479,6221007004479,Maggi,Maggi,,United Kingdom,55.36,49.09,,70.0,https://world.openfoodfacts.org/product/6221007004479/maggi
UK_7613035017580,7613035017580,Maggi,maggi beef noodles,"Cereals and their products, Instant noodles",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/7613035017580/maggi-beef-noodles
UK_77782717,77782717,Maggi,Maggi noodles,,United Kingdom,81.46,72.73,100.0,75.46,https://world.openfoodfacts.org/product/77782717/maggi-noodles
UK_8901058101614,8901058101614,Maggi,Hot and sweet,,United Kingdom,47.73,38.18,,70.0,https://world.openfoodfacts.org/product/8901058101614/hot-and-sweet-maggi
UK_7613039881767,7613039881767,Maggi,Satay vegetables,,United Kingdom,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/7613039881767/satay-vegetables-maggi
UK_7613287555595,7613287555595,Maggi,Maggi Chicken Curry Dinner for 2,,United Kingdom,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/7613287555595/maggi-chicken-curry-dinner-for-2
UK_07258169,07258169,Maggi,sweet and sour mexican,,United Kingdom,74.09,72.73,,77.27,https://world.openfoodfacts.org/product/07258169/sweet-and-sour-mexican-maggi
UK_6043000011212,6043000011212,Maggi,Mameun epices,,United Kingdom,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/6043000011212/mameun-epices-maggi
UK_7613287612564,7613287612564,Maggi,Hot cup,,United Kingdom,51.55,43.64,,70.0,https://world.openfoodfacts.org/product/7613287612564/hot-cup-maggi
UK_8585002431349,8585002431349,Maggi,Paprika seasoned cooking papers,,United Kingdom,80.77,72.73,100.0,72.02,https://world.openfoodfacts.org/product/8585002431349/paprika-seasoned-cooking-papers-maggi
UK_7613287555557,7613287555557,Maggi,Sweet chilli stir fry noodles,,United Kingdom,52.81,45.45,,70.0,https://world.openfoodfacts.org/product/7613287555557/sweet-chilli-stir-fry-noodles-maggi
UK_7460123438709,7460123438709,Maggi,Season-up!,,United Kingdom,65.55,63.64,,70.0,https://world.openfoodfacts.org/product/7460123438709/season-up-maggi
UK_7460123456109,7460123456109,Maggi,Season up All purpose,,United Kingdom,74.45,76.36,,70.0,https://world.openfoodfacts.org/product/7460123456109/season-up-all-purpose-maggi
UK_7613033743016,7613033743016,Maggi,Mashed potato flakes,,United Kingdom,74.45,76.36,,70.0,https://world.openfoodfacts.org/product/7613033743016/mashed-potato-flakes-maggi
UK_7613287612489,7613287612489,Maggi,Hot cup,,United Kingdom,52.81,45.45,,70.0,https://world.openfoodfacts.org/product/7613287612489/hot-cup-maggi
UK_5941017018532,5941017018532,Maggi,Maggi supa fidea,,United Kingdom,57.91,52.73,,70.0,https://world.openfoodfacts.org/product/5941017018532/maggi-supa-fidea
UK_5941017018594,5941017018594,Maggi,Maggi supa vacuta,Dehydrated soups,United Kingdom,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/5941017018594/maggi-supa-vacuta
UK_8445290045003,8445290045003,Maggi,Thai noodle spice bag,,United Kingdom,54.09,47.27,,70.0,https://world.openfoodfacts.org/product/8445290045003/thai-noodle-spice-bag-maggi
UK_8901058892789,8901058892789,Maggi,Maggi,,United Kingdom,46.45,36.36,,70.0,https://world.openfoodfacts.org/product/8901058892789/maggi
UK_8445290044983,8445290044983,Maggi,Chickem korma,,United Kingdom,54.09,47.27,,70.0,https://world.openfoodfacts.org/product/8445290044983/chickem-korma-maggi
UK_8901058901320,8901058901320,Maggi,Maggie,,United Kingdom,50.27,41.82,,70.0,https://world.openfoodfacts.org/product/8901058901320/maggie-maggi
UK_7460123429400,7460123429400,Maggi,Maggi season-up fish powdered seasoning,,United Kingdom,74.45,76.36,,70.0,https://world.openfoodfacts.org/product/7460123429400/maggi-season-up-fish-powdered-seasoning
UK_7613039869246,7613039869246,Maggi,Feta&roasted vegetables,,United Kingdom,55.36,49.09,,70.0,https://world.openfoodfacts.org/product/7613039869246/feta-roasted-vegetables-maggi
UK_5060060381292,5060060381292,Maggi,Tamarino sauce,,United Kingdom,49.0,40.0,,70.0,https://world.openfoodfacts.org/product/5060060381292/tamarino-sauce-maggi
UK_8901058905274,8901058905274,Maggi,maggi 2 minute noodles,Instant noodles,United Kingdom,45.18,34.55,,70.0,https://world.openfoodfacts.org/product/8901058905274/maggi-2-minute-noodles
UK_50097654,50097654,Maggi,Sauce maggi,,United Kingdom,78.27,81.82,,70.0,https://world.openfoodfacts.org/product/50097654/sauce-maggi
UK_7613030612247,7613030612247,Maggi,Costilla con fideos (Maggi),,United Kingdom,68.09,67.27,,70.0,https://world.openfoodfacts.org/product/7613030612247/costilla-con-fideos-maggi
UK_8613041062795,8613041062795,Maggi,Chicken Flavour Noodles,,United Kingdom,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/8613041062795/chicken-flavour-noodles-maggi
UK_9400556061226,9400556061226,Maggi,Creamy Chicken Soup for a Cup,,United Kingdom,45.18,34.55,,70.0,https://world.openfoodfacts.org/product/9400556061226/creamy-chicken-soup-for-a-cup-maggi
UK_9556001322128,9556001322128,Maggi,Hot Mealz Spicy Curry,,United Kingdom,71.36,52.73,100.0,75.0,https://world.openfoodfacts.org/product/9556001322128/hot-mealz-spicy-curry-maggi
UK_9556001323859,9556001323859,Maggi,Instant Noodles,,United Kingdom,50.27,41.82,,70.0,https://world.openfoodfacts.org/product/9556001323859/instant-noodles-maggi
UK_6151100038289,6151100038289,Maggi,Star Seasoning,,United Kingdom,80.12,72.73,100.0,68.76,https://world.openfoodfacts.org/product/6151100038289/star-seasoning-maggi
UK_5000243505282,5000243505282,Maggi,Curry Flavour Instant Noodles,,United Kingdom,49.0,40.0,,70.0,https://world.openfoodfacts.org/product/5000243505282/curry-flavour-instant-noodles-maggi
UK_8445291935129,8445291935129,Maggi,Noodles,,United Kingdom,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/8445291935129/noodles-maggi
UK_5000243505275,5000243505275,Maggi,Chicken Noodles,,United Kingdom,43.91,32.73,,70.0,https://world.openfoodfacts.org/product/5000243505275/chicken-noodles-maggi
UK_5000159523752,5000159523752,Mars,maltesers 310g,Bonbons,United Kingdom,55.95,23.64,100.0,70.63,https://world.openfoodfacts.org/product/5000159523752/maltesers-310g-mars
UK_5000159551823,5000159551823,Mars,Mars Bar,"Chocolate candies, Bars",United Kingdom,80.01,72.73,100.0,68.23,https://world.openfoodfacts.org/product/5000159551823/mars-bar
UK_5900951313592,5900951313592,"Mars, Twix",Twix,Chocolate biscuity bars,United Kingdom,57.86,27.27,100.0,71.11,https://world.openfoodfacts.org/product/5900951313592/twix-mars
UK_5000159566971,5000159566971,Mars,Celebration,Chocolate-covered biscuits,United Kingdom,66.86,45.45,100.0,70.69,https://world.openfoodfacts.org/product/5000159566971/celebration-mars
UK_5000159571067,5000159571067,Mars,Revels,"Sweet snacks, Revels",United Kingdom,55.12,23.64,100.0,66.49,https://world.openfoodfacts.org/product/5000159571067/revels-mars
UK_5000159572088,5000159572088,Mars,More to share! WHITE NEW Maltesers,Candies,United Kingdom,56.48,23.64,100.0,73.32,https://world.openfoodfacts.org/product/5000159572088/more-to-share-white-new-maltesers-mars
UK_5060402902697,5060402902697,Mars,Mars High Protein Milk Drink,"Chocolate candies, Milks, Chocolate milks",United Kingdom,78.88,69.09,100.0,71.66,https://world.openfoodfacts.org/product/5060402902697/mars-high-protein-milk-drink
UK_6221134013801,6221134013801,"Mars, Twix",Twix  11.25 g 241kJ 57kcal TWIX OCPV ROLLS 2x,"Chocolate candies, Bars",United Kingdom,39.05,23.64,,75.0,https://world.openfoodfacts.org/product/6221134013801/twix-11-25-g-241kj-57kcal-twix-ocpv-rolls-2x-mars
UK_6221134013696,6221134013696,Mars,Bounty Crispy rolls,Chocolate candies,United Kingdom,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/6221134013696/bounty-crispy-rolls-mars
UK_5000159530750,5000159530750,Mars,Galaxy Minstrels Pouch Bag,"Chocolates, Milk chocolate candies",United Kingdom,57.12,25.45,100.0,72.0,https://world.openfoodfacts.org/product/5000159530750/galaxy-minstrels-pouch-bag-mars
UK_4009900542128,4009900542128,Mars,Fruits skittles,Candies,United Kingdom,64.39,43.64,98.21,65.53,https://world.openfoodfacts.org/product/4009900542128/fruits-skittles-mars
UK_4009900545907,4009900545907,Mars,Skittles,"Candies, Skittles",United Kingdom,63.19,41.82,98.21,64.07,https://world.openfoodfacts.org/product/4009900545907/skittles-mars
UK_5000159553674,5000159553674,Mars,Chocolate Bunny,,United Kingdom,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/5000159553674/chocolate-bunny-mars
UK_5000159554657,5000159554657,Mars,Maltesers Bunny,Chocolate confectionery with dairy filling,United Kingdom,55.89,23.64,100.0,70.33,https://world.openfoodfacts.org/product/5000159554657/maltesers-bunny-mars
UK_4009900532457,4009900532457,Mars,Airwaves,"Good, Gum",United Kingdom,77.34,69.09,94.64,72.03,https://world.openfoodfacts.org/product/4009900532457/airwaves-mars
UK_4009900539302,4009900539302,"Mars, Starburst",Starburst Minis Original Unwrapped,Candies,United Kingdom,78.77,72.73,100.0,62.04,https://world.openfoodfacts.org/product/4009900539302/starburst-minis-original-unwrapped
UK_5000159565028,5000159565028,Mars,Snickers,,United Kingdom,56.26,25.45,100.0,67.7,https://world.openfoodfacts.org/product/5000159565028/snickers-mars
UK_5056357905654,5056357905654,Mars,Triple Treat,Candy chocolate bars,United Kingdom,80.77,72.73,100.0,72.03,https://world.openfoodfacts.org/product/5056357905654/triple-treat-mars
UK_5056357910368,5056357910368,Mars,Mars Milkshake,"Flavoured milks, Mars chocolate drink",United Kingdom,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/5056357910368/mars-milkshake
UK_5000159418843,5000159418843,Mars,Celebrations,Assorted chocolate candies,United Kingdom,56.65,25.45,100.0,69.61,https://world.openfoodfacts.org/product/5000159418843/celebrations-mars
UK_5000159569002,5000159569002,Mars,Mars Easter Egg,,United Kingdom,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/5000159569002/mars-easter-egg
UK_5900951320996,5900951320996,Mars,Peanut M&Ms,Chocolate covered nuts,United Kingdom,38.81,25.45,,70.0,https://world.openfoodfacts.org/product/5900951320996/peanut-m-ms-mars
UK_5000159603676,5000159603676,Mars,Revels,Milk chocolate candies,United Kingdom,55.33,23.64,100.0,67.56,https://world.openfoodfacts.org/product/5000159603676/revels-mars
UK_40111216,40111216,Mars,Bounty Coconut Milk Chocolate Bar 57 g,"Chocolates, Candy chocolate bars",United Kingdom,56.27,23.64,100.0,72.25,https://world.openfoodfacts.org/product/40111216/bounty-coconut-milk-chocolate-bar-57-g-mars
UK_5000159520089,5000159520089,Mars,Revels,"Confectioneries, 19%",United Kingdom,56.95,25.45,100.0,71.11,https://world.openfoodfacts.org/product/5000159520089/revels-mars
UK_5000159520164,5000159520164,Mars,M&M Peanut Chocolate More to Share Pouch,Chocolate covered peanuts,United Kingdom,56.19,25.45,97.73,70.71,https://world.openfoodfacts.org/product/5000159520164/m-m-peanut-chocolate-more-to-share-pouch-mars
UK_5000159470476,5000159470476,Mars,Mars Bar,Caramel chocolate bars,United Kingdom,81.28,74.55,100.0,70.02,https://world.openfoodfacts.org/product/5000159470476/mars-bar
UK_5000159022521,5000159022521,"Galaxy, Mars",Ripple Chocolate Bar,Candy chocolate bars,United Kingdom,56.26,23.64,100.0,72.19,https://world.openfoodfacts.org/product/5000159022521/ripple-chocolate-bar-galaxy
UK_5056357909065,5056357909065,Mars,Galaxy Vegan Orange,"Dark chocolates, Flavoured milk chocolates, vegan chocolate",United Kingdom,55.8,23.64,100.0,69.88,https://world.openfoodfacts.org/product/5056357909065/galaxy-vegan-orange-mars
UK_4009900538947,4009900538947,Mars,starburst fruit chews,Candies,United Kingdom,63.82,38.18,100.0,73.63,https://world.openfoodfacts.org/product/4009900538947/starburst-fruit-chews-mars
UK_5000159521406,5000159521406,Mars,Mars Bar,,United Kingdom,80.65,72.73,100.0,71.44,https://world.openfoodfacts.org/product/5000159521406/mars-bar
UK_50159956,50159956,Mars,tracker peanut &caramel,Bars,United Kingdom,54.09,47.27,,70.0,https://world.openfoodfacts.org/product/50159956/tracker-peanut-caramel-mars
UK_5060402907944,5060402907944,Mars,White Truffles,Chocolate truffles,United Kingdom,55.88,23.64,100.0,70.32,https://world.openfoodfacts.org/product/5060402907944/white-truffles-mars
UK_4009900538824,4009900538824,Mars,Starbursts,Candies,United Kingdom,61.95,38.18,100.0,64.28,https://world.openfoodfacts.org/product/4009900538824/starbursts-mars
UK_5000159461177,5000159461177,Mars,Milkyway,,United Kingdom,59.68,30.91,100.0,71.12,https://world.openfoodfacts.org/product/5000159461177/milkyway-mars
UK_5000159545341,5000159545341,Mars,Mars fun size,"Confectioneries, Bars",United Kingdom,41.36,29.09,,70.0,https://world.openfoodfacts.org/product/5000159545341/mars-fun-size
UK_5056357902271,5056357902271,Mars,Mars PROTEIN,,United Kingdom,54.09,47.27,,70.0,https://world.openfoodfacts.org/product/5056357902271/mars-protein
UK_4002359663239,4002359663239,Mars,Sun dried tomato & basil stir through,Sundried Tomatoes,United Kingdom,74.09,58.18,100.0,75.0,https://world.openfoodfacts.org/product/4002359663239/sun-dried-tomato-basil-stir-through-mars
UK_5000159510745,5000159510745,Mars,Smooth Milk,,United Kingdom,56.01,23.64,100.0,70.93,https://world.openfoodfacts.org/product/5000159510745/smooth-milk-mars
UK_5000159516556,5000159516556,Mars,Twix White Xtra,Candy chocolate bars,United Kingdom,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/5000159516556/twix-white-xtra-mars
UK_4009900526814,4009900526814,Mars,Mini starbursts,Candies,United Kingdom,63.09,40.0,100.0,65.47,https://world.openfoodfacts.org/product/4009900526814/mini-starbursts-mars
UK_5000159565004,5000159565004,Mars,Mars =51 g 948kJ 25kcal 11% 100g: BU/442 koal Mary,,United Kingdom,80.82,72.73,100.0,72.26,https://world.openfoodfacts.org/product/5000159565004/mars-51-g-948kj-25kcal-11-100g-bu-442-koal-mary
UK_5056357911334,5056357911334,Mars,Mars Secret Centre Biscuits,,United Kingdom,41.36,29.09,,70.0,https://world.openfoodfacts.org/product/5056357911334/mars-secret-centre-biscuits
UK_4011100051300,4011100051300,Mars,Way Magic Stars Chocolate Bag,,United Kingdom,57.09,25.45,100.0,71.83,https://world.openfoodfacts.org/product/4011100051300/way-magic-stars-chocolate-bag-mars
UK_5000159481090,5000159481090,Mars,Mars,Candy chocolate bars,United Kingdom,41.36,29.09,,70.0,https://world.openfoodfacts.org/product/5000159481090/mars
UK_4710469842016,4710469842016,Mars,Whey Protein Drinks - Milk Tea Flavor,Protein powders,United Kingdom,66.81,65.45,,70.0,https://world.openfoodfacts.org/product/4710469842016/whey-protein-drinks-milk-tea-flavor-mars
UK_5900951260506,5900951260506,Mars,galaxy crispy bar,Chocolates,United Kingdom,37.55,23.64,,70.0,https://world.openfoodfacts.org/product/5900951260506/galaxy-crispy-bar-mars
UK_5060402903779,5060402903779,Mars,Mars drink,,United Kingdom,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/5060402903779/mars-drink
UK_4009900527101,4009900527101,"Mars, Skittles",Skittles chewies no shell,Candies,United Kingdom,62.93,40.0,100.0,64.65,https://world.openfoodfacts.org/product/4009900527101/skittles-chewies-no-shell-mars
UK_4009900534994,4009900534994,Mars,Opal Fruits,Candies,United Kingdom,62.07,38.18,100.0,64.89,https://world.openfoodfacts.org/product/4009900534994/opal-fruits-mars
UK_5056357912539,5056357912539,Mars,HiProtein Raspberry Smash,,United Kingdom,69.95,50.91,100.0,72.46,https://world.openfoodfacts.org/product/5056357912539/hiprotein-raspberry-smash-mars
UK_5056357912997,5056357912997,Mars,Malteasers Ice Cream,,United Kingdom,50.27,41.82,,70.0,https://world.openfoodfacts.org/product/5056357912997/malteasers-ice-cream-mars
UK_5000159300766,5000159300766,Mars,Topic chocolate bars,Candy chocolate bars,United Kingdom,58.43,29.09,100.0,69.42,https://world.openfoodfacts.org/product/5000159300766/topic-chocolate-bars-mars
UK_5000159344371,5000159344371,"Mars, Snickers",SNICKERS  barres glacées,"Ice creams, Frozen bars",United Kingdom,64.09,38.18,100.0,75.0,https://world.openfoodfacts.org/product/5000159344371/snickers-barres-glacees-mars
UK_5000159483278,5000159483278,Mars,Twix White Extra,Confectioneries,United Kingdom,56.82,23.64,100.0,75.0,https://world.openfoodfacts.org/product/5000159483278/twix-white-extra-mars
